cluster_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,day_Mon,day_Tue,day_Wed,day_Thu,day_Fri,day_Sat,day_Sun,window_afternoon,window_early_morning,window_evening,window_late_night,window_morning,window_night,peak_hour,peak_day,rush_hour_ratio,is_night_dominant,is_weekend_dominant
74,0.0331,0.0166,0.0,0.0,0.0055,0.221,0.1823,0.1602,0.0773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0663,0.0994,0.0884,0.0497,0.1215,0.1326,0.1271,0.1657,0.1326,0.1105,0.2099,0.0,116.0,12.0,10.0,0.0,43.0,5,Sun,0.2375,0,0
75,0.0332,0.0312,0.0254,0.0098,0.0293,0.166,0.2676,0.2168,0.0781,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0605,0.043,0.0312,0.1445,0.1484,0.084,0.1562,0.1289,0.1602,0.1777,0.0,373.0,2.0,66.0,2.0,69.0,6,Sun,0.2989,0,0
76,0.0875,0.1,0.025,0.075,0.15,0.075,0.0375,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0375,0.25,0.1375,0.0,0.0625,0.5,0.0,0.35,0.0375,0.05,0.0,9.0,1.0,35.0,1.0,34.0,22,Wed,0.0,1,0
77,0.0357,0.0,0.0,0.0,0.0,0.9286,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.1786,0.1786,0.0357,0.4643,0.0,0.0,27.0,0.0,1.0,0.0,0.0,5,Sat,0.0357,0,0
78,0.0873,0.0094,0.0472,0.0118,0.1368,0.0991,0.0377,0.0637,0.0047,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0613,0.1368,0.1462,0.1462,0.0967,0.2146,0.0896,0.2052,0.1014,0.1769,0.1156,0.0,87.0,30.0,124.0,1.0,182.0,22,Tue,0.0802,1,0
79,0.1207,0.1264,0.0632,0.0862,0.1034,0.1437,0.092,0.0287,0.0287,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,0.0115,0.0057,0.0402,0.0977,0.1724,0.1552,0.1092,0.1322,0.2471,0.1034,0.0805,0.0,51.0,8.0,87.0,3.0,25.0,5,Fri,0.1091,1,0
80,0.0,0.2353,0.0,0.0,0.0,0.5882,0.0588,0.1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941,0.0,0.2941,0.4118,0.0,13.0,0.0,4.0,0.0,0.0,5,Sun,0.1176,0,1
81,0.08,0.02,0.12,0.06,0.06,0.12,0.1,0.02,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.08,0.04,0.02,0.12,0.24,0.3,0.1,0.12,0.1,0.0,16.0,1.0,17.0,3.0,13.0,21,Thu,0.16,1,0
82,0.0,0.0,0.0,0.0185,0.0,0.2593,0.4259,0.1852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0926,0.0,0.0741,0.0185,0.0,0.1481,0.4815,0.0,0.2778,0.0,47.0,0.0,1.0,0.0,6.0,6,Fri,0.1852,0,0
83,0.0428,0.0272,0.1401,0.1206,0.1089,0.1518,0.1012,0.0856,0.0195,0.0233,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0156,0.0272,0.0856,0.0428,0.1829,0.1323,0.1167,0.1712,0.1401,0.1362,0.1206,0.0,92.0,5.0,113.0,7.0,40.0,5,Mon,0.1323,1,0
84,0.0184,0.0369,0.0783,0.0184,0.106,0.1429,0.2074,0.106,0.0046,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415,0.1014,0.0783,0.0553,0.1475,0.1475,0.1613,0.106,0.1014,0.1659,0.1705,0.0,100.0,9.0,56.0,1.0,51.0,6,Sun,0.1152,0,0
85,0.0313,0.1391,0.0209,0.007,0.0087,0.1965,0.16,0.2087,0.0122,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0852,0.0191,0.0139,0.1113,0.1148,0.1043,0.153,0.2487,0.2052,0.0626,0.0,332.0,50.0,119.0,6.0,68.0,7,Fri,0.2313,0,0
86,0.0556,0.1667,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.2222,0.0556,0.2222,0.0556,0.2778,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,9.0,20,Wed,0.0,1,0
87,0.0556,0.1111,0.0,0.0,0.0,0.0,0.0,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833,0.2222,0.0556,0.0,0.0278,0.1111,0.0,0.0,0.8056,0.0,1.0,0.0,6.0,0.0,29.0,22,Sun,0.0278,1,1
88,0.0294,0.0734,0.086,0.13,0.174,0.1069,0.1447,0.0482,0.0461,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231,0.0294,0.0461,0.0608,0.1426,0.0713,0.1216,0.1468,0.1069,0.1551,0.2558,0.0,165.0,11.0,235.0,1.0,65.0,4,Sun,0.0964,1,0
89,0.58,0.06,0.1,0.12,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.02,0.32,0.0,0.0,0.44,0.0,6.0,0.0,44.0,0.0,0.0,0,Sun,0.12,1,0
90,0.2224,0.0069,0.0293,0.0793,0.0448,0.0552,0.0983,0.1483,0.0948,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,0.0414,0.0345,0.0655,0.0431,0.1759,0.0448,0.3034,0.0879,0.1121,0.2138,0.0621,0.0,230.0,44.0,222.0,1.0,83.0,0,Wed,0.2793,1,0
91,0.0327,0.0449,0.098,0.098,0.102,0.0653,0.1306,0.0449,0.0653,0.0163,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0531,0.1265,0.0735,0.0408,0.1265,0.2,0.151,0.151,0.102,0.0776,0.1918,0.0,75.0,13.0,92.0,6.0,59.0,6,Tue,0.1265,1,0
92,0.0714,0.0179,0.0,0.0357,0.0893,0.5,0.125,0.0536,0.0,0.0,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179,0.0357,0.0,0.0357,0.0,0.1429,0.0179,0.0357,0.3571,0.2321,0.2143,0.0,38.0,1.0,12.0,1.0,4.0,5,Fri,0.0536,0,0
93,0.0575,0.046,0.2184,0.069,0.1264,0.2069,0.1092,0.023,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.046,0.0402,0.1437,0.0632,0.092,0.1264,0.092,0.1494,0.3333,0.0,61.0,0.0,90.0,0.0,23.0,2,Sun,0.0345,1,0
94,0.0129,0.0,0.0357,0.0556,0.0914,0.1003,0.3267,0.1013,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0308,0.0993,0.1341,0.0,0.1281,0.286,0.2622,0.1529,0.143,0.0278,0.0,538.0,5.0,197.0,1.0,266.0,6,Wed,0.1083,0,0
95,0.0302,0.0,0.0,0.0302,0.3793,0.2672,0.0991,0.0819,0.0474,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,0.0259,0.0216,0.0043,0.125,0.1422,0.0302,0.1509,0.0172,0.5302,0.0,115.0,3.0,102.0,1.0,11.0,4,Sun,0.1336,0,1
96,0.0192,0.0577,0.0962,0.1538,0.0192,0.1538,0.0769,0.0962,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.1154,0.0769,0.0385,0.0192,0.0385,0.3077,0.0769,0.1538,0.2308,0.0769,0.1154,0.0,19.0,8.0,18.0,0.0,7.0,3,Tue,0.1732,0,0
97,0.0345,0.0,0.1379,0.0517,0.0517,0.0345,0.1897,0.0172,0.0862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517,0.1034,0.1207,0.0,0.1207,0.069,0.2414,0.1379,0.1724,0.0345,0.0345,0.3103,0.0,19.0,9.0,16.0,0.0,14.0,6,Sun,0.1551,1,0
98,0.2272,0.0296,0.1457,0.1654,0.0099,0.1506,0.0938,0.0469,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.0025,0.037,0.1284,0.0741,0.1012,0.1802,0.1037,0.1975,0.2148,0.0,150.0,0.0,234.0,0.0,21.0,0,Sun,0.1259,1,0
99,0.0435,0.0217,0.0217,0.0217,0.0652,0.087,0.0217,0.2391,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,0.1304,0.1522,0.087,0.0435,0.1087,0.7391,0.0435,0.0652,0.0,0.0,0.0,20.0,1.0,8.0,0.0,17.0,7,Wed,0.3261,1,0
100,0.082,0.0546,0.0984,0.071,0.0656,0.0929,0.1202,0.0656,0.0328,0.0055,0.0055,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328,0.0273,0.0765,0.0929,0.071,0.1585,0.2459,0.1093,0.1366,0.1585,0.082,0.1093,0.0,57.0,11.0,68.0,3.0,44.0,6,Tue,0.1367,1,0
101,0.0993,0.1388,0.1316,0.0936,0.0751,0.1009,0.0468,0.0646,0.0517,0.0032,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387,0.0097,0.0355,0.0444,0.063,0.0355,0.184,0.159,0.2155,0.1711,0.1364,0.0985,0.0,327.0,60.0,667.0,8.0,177.0,1,Thu,0.1582,1,0
102,0.1667,0.0556,0.3889,0.0,0.0,0.0,0.0556,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.2222,0.0,0.7222,0.0,0.0,0.0,0.0,0.0,0.2778,0.0,2.0,1.0,11.0,0.0,4.0,2,Mon,0.0556,1,0
103,0.0265,0.0796,0.1681,0.0708,0.0265,0.1593,0.1416,0.0531,0.0796,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265,0.0354,0.0177,0.0885,0.0796,0.1947,0.0973,0.2035,0.177,0.1327,0.115,0.0,49.0,3.0,42.0,3.0,16.0,2,Thu,0.1592,1,0
104,0.0362,0.0452,0.0452,0.0769,0.2172,0.1946,0.0905,0.0271,0.0317,0.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136,0.0,0.0226,0.0407,0.1403,0.0995,0.1312,0.086,0.2896,0.1991,0.1719,0.0226,0.0,76.0,3.0,93.0,4.0,45.0,4,Thu,0.0905,1,0
105,0.0,0.0,0.0,0.0556,0.0,0.25,0.1667,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1944,0.3056,0.0,0.0556,0.3889,0.25,0.1667,0.0278,0.1111,0.0,0.0,16.0,0.0,2.0,0.0,18.0,22,Tue,0.0278,1,0
106,0.0877,0.0,0.0,0.0,0.0,0.2632,0.4211,0.2105,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0351,0.386,0.0,0.0,0.4386,0.0175,0.1228,0.0,52.0,0.0,5.0,0.0,0.0,6,Fri,0.228,0,0
107,0.0333,0.1571,0.0571,0.1,0.0333,0.0476,0.1095,0.019,0.019,0.0429,0.0048,0.0095,0.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0095,0.0286,0.0381,0.1238,0.1619,0.2476,0.0905,0.1238,0.0667,0.1429,0.1286,0.2,1.0,41.0,8.0,80.0,12.0,68.0,23,Mon,0.0904,1,0
108,0.1338,0.0282,0.0282,0.162,0.007,0.169,0.0352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0282,0.1197,0.1761,0.1127,0.2746,0.0986,0.1901,0.1197,0.1901,0.0845,0.0423,0.0,29.0,4.0,51.0,0.0,58.0,22,Mon,0.0,1,0
109,0.0,0.0,0.0,0.0,0.0,0.2857,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0714,0.0,0.0,0.0,0.0,0.3571,0.6429,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,21,Fri,0.0,1,0
110,0.0,0.06,0.02,0.02,0.1,0.1,0.28,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,0.04,0.02,0.12,0.06,0.16,0.14,0.12,0.26,0.14,0.0,20.0,12.0,10.0,0.0,8.0,6,Sat,0.02,0,0
111,0.0034,0.0103,0.0821,0.0376,0.0085,0.0427,0.0256,0.0821,0.0803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1299,0.065,0.1675,0.1983,0.0667,0.1316,0.1675,0.0803,0.0718,0.1897,0.2684,0.0906,0.0,135.0,114.0,83.0,0.0,253.0,22,Sat,0.2923,1,0
112,0.0887,0.0645,0.1452,0.0242,0.1129,0.0565,0.0565,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0726,0.0645,0.1048,0.2016,0.1694,0.0887,0.1532,0.0726,0.121,0.25,0.1452,0.0,15.0,9.0,54.0,0.0,46.0,23,Sat,0.0081,1,0
113,0.0395,0.0734,0.1695,0.0395,0.0904,0.0734,0.2316,0.1017,0.0452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226,0.0395,0.0339,0.0395,0.096,0.0847,0.0791,0.1582,0.096,0.3672,0.1186,0.0,80.0,4.0,73.0,0.0,20.0,6,Sat,0.1469,1,0
114,0.3636,0.2576,0.0455,0.0,0.0152,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.2879,0.0909,0.1515,0.2879,0.1667,0.1364,0.0758,0.0909,0.0,1.0,0.0,45.0,0.0,20.0,0,Wed,0.0,1,0
115,0.037,0.037,0.0741,0.0,0.2593,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.1111,0.1111,0.1481,0.0741,0.037,0.2963,0.2222,0.1852,0.2222,0.037,0.0,0.0,1.0,6.0,11.0,0.0,9.0,4,Tue,0.1111,1,0
116,0.0952,0.0476,0.0476,0.0476,0.0476,0.0952,0.0952,0.0952,0.2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.1429,0.0,0.0,0.1429,0.4286,0.0476,0.1429,0.0476,0.1905,0.0,11.0,0.0,6.0,0.0,4.0,8,Wed,0.3333,0,0
117,0.1959,0.0878,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.0743,0.3311,0.2905,0.0743,0.2635,0.1959,0.0743,0.1689,0.1554,0.0676,0.0,1.0,2.0,42.0,0.0,103.0,22,Tue,0.0,1,0
118,0.0,0.0,0.0556,0.0,0.1111,0.7222,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.0,0.0556,0.0,0.0556,0.1667,0.0556,0.6667,0.0,0.0,14.0,0.0,3.0,0.0,1.0,5,Sat,0.0556,0,1
119,0.0551,0.1024,0.0315,0.0709,0.1024,0.063,0.126,0.0866,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0472,0.0551,0.1496,0.0866,0.1496,0.0866,0.1339,0.2362,0.0394,0.2205,0.1339,0.0,38.0,6.0,46.0,0.0,37.0,22,Thu,0.1102,1,0
120,0.0289,0.0124,0.0537,0.1653,0.0331,0.0165,0.0289,0.1322,0.0289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.1157,0.2025,0.1612,0.0165,0.0083,0.1033,0.0331,0.1281,0.0372,0.3802,0.3099,0.0,50.0,29.0,71.0,0.0,92.0,21,Sat,0.1652,1,1
121,0.0451,0.0226,0.1404,0.1955,0.1253,0.0526,0.0351,0.0201,0.0201,0.0075,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.005,0.1278,0.0476,0.0727,0.0476,0.0201,0.0351,0.1278,0.0476,0.4185,0.1103,0.1905,0.0702,3.0,51.0,72.0,211.0,6.0,56.0,3,Thu,0.1805,1,0
122,0.0714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.7143,0.0,0.0,0.0,0.5,0.0714,0.2143,0.2143,0.0,0.0,0.0,0.0,2.0,2.0,0.0,10.0,21,Tue,0.0,1,0
123,0.0539,0.0539,0.112,0.0498,0.1701,0.0705,0.0249,0.0207,0.083,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0415,0.1452,0.0581,0.1162,0.1079,0.1909,0.1992,0.0207,0.2614,0.1037,0.0,48.0,2.0,106.0,26.0,59.0,4,Sat,0.2116,1,0
124,0.1379,0.0345,0.0,0.3448,0.2414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034,0.1379,0.2414,0.069,0.4483,0.0,0.0345,0.1379,0.069,0.0,0.0,0.0,22.0,0.0,7.0,3,Wed,0.0,1,0
125,0.1379,0.1379,0.2069,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034,0.069,0.1034,0.2069,0.069,0.1034,0.1379,0.2414,0.3103,0.1034,0.0345,0.0,1.0,3.0,14.0,0.0,11.0,2,Fri,0.0345,1,0
126,0.0515,0.0722,0.134,0.1134,0.0722,0.1959,0.1031,0.0722,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,0.0722,0.0309,0.0515,0.1443,0.1753,0.1134,0.2165,0.0619,0.0928,0.1959,0.0,38.0,1.0,43.0,0.0,15.0,5,Thu,0.0928,1,0
127,0.1198,0.5365,0.0938,0.0052,0.0104,0.0365,0.0104,0.0104,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0052,0.0,0.026,0.0938,0.0417,0.0521,0.1302,0.1927,0.2917,0.1406,0.1667,0.026,0.0,12.0,2.0,147.0,0.0,31.0,1,Thu,0.026,1,0
128,0.0866,0.0476,0.039,0.0346,0.1039,0.2078,0.2554,0.026,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.0649,0.0996,0.1948,0.0866,0.0563,0.0909,0.0693,0.2165,0.2857,0.0,114.0,0.0,72.0,0.0,45.0,6,Sun,0.0303,1,1
129,0.0811,0.3243,0.0901,0.045,0.0991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901,0.0,0.2703,0.1171,0.2342,0.3694,0.0901,0.1892,0.0,0.0,0.0,0.0,0.0,71.0,0.0,40.0,1,Wed,0.0,1,0
130,0.2914,0.1104,0.0767,0.0521,0.0123,0.0521,0.0368,0.0031,0.0276,0.0,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0245,0.1196,0.184,0.1994,0.1534,0.1626,0.1166,0.1258,0.184,0.0583,0.0,39.0,1.0,177.0,2.0,107.0,0,Mon,0.0307,1,0
131,0.2174,0.0,0.0,0.0435,0.0,0.087,0.2174,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.087,0.2609,0.087,0.1304,0.2609,0.087,0.0435,0.1304,0.2609,0.0,8.0,0.0,6.0,0.0,9.0,23,Wed,0.0435,1,0
132,0.0278,0.25,0.0556,0.0278,0.0833,0.0556,0.0,0.0833,0.0556,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.0833,0.0833,0.1111,0.1111,0.0833,0.0833,0.25,0.1389,0.1111,0.2222,0.0,7.0,2.0,16.0,1.0,10.0,1,Thu,0.2223,1,0
133,0.0,0.0,0.0,0.0,0.076,0.416,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.248,0.168,0.032,0.12,0.328,0.124,0.232,0.12,0.032,0.044,0.0,115.0,4.0,19.0,0.0,112.0,5,Tue,0.0,1,0
134,0.1224,0.0357,0.1276,0.0714,0.1173,0.1276,0.0153,0.0051,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0612,0.1684,0.1276,0.0867,0.3571,0.148,0.1224,0.1531,0.0969,0.0357,0.0,29.0,3.0,93.0,1.0,70.0,22,Tue,0.0102,1,0
135,0.0139,0.0278,0.0278,0.0,0.0,0.1389,0.5139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0556,0.0972,0.1111,0.1389,0.2778,0.0833,0.0139,0.125,0.2778,0.0833,0.0,47.0,1.0,5.0,0.0,19.0,6,Tue,0.0,0,0
136,0.053,0.0505,0.053,0.101,0.0253,0.1616,0.0732,0.0354,0.0177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1086,0.0177,0.0379,0.2374,0.0278,0.096,0.2071,0.3611,0.1465,0.0657,0.0581,0.0657,0.0,114.0,50.0,112.0,0.0,120.0,22,Wed,0.1617,1,0
137,0.0,0.0,0.0,0.0,0.1795,0.1026,0.0256,0.0513,0.0256,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.2564,0.2051,0.0513,0.2564,0.0769,0.0769,0.0769,0.3333,0.1795,0.0,0.0,8.0,1.0,7.0,3.0,20.0,21,Fri,0.1538,1,0
138,0.0,0.0164,0.0328,0.082,0.082,0.1475,0.1311,0.0492,0.0984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.1148,0.0328,0.1148,0.082,0.082,0.1967,0.1803,0.1639,0.1639,0.1148,0.0984,0.0,26.0,8.0,13.0,0.0,14.0,5,Tue,0.164,0,0
139,0.0321,0.0,0.0,0.0064,0.0,0.2179,0.2179,0.141,0.0897,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449,0.0641,0.0321,0.0769,0.0577,0.0962,0.0769,0.0897,0.2885,0.25,0.141,0.0,104.0,7.0,6.0,12.0,27.0,5,Fri,0.3076,0,0
140,0.0,0.0588,0.0,0.0,0.2353,0.7059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.1176,0.0588,0.0,0.0588,0.7059,0.0,12.0,0.0,5.0,0.0,0.0,5,Sun,0.0,0,1
141,0.0,0.0137,0.0479,0.0548,0.0411,0.0753,0.0753,0.0068,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,0.0753,0.1027,0.4521,0.1096,0.0616,0.1438,0.1575,0.0959,0.411,0.0205,2.0,23.0,6.0,23.0,0.0,92.0,23,Sat,0.0068,1,0
142,0.1277,0.2553,0.1809,0.0213,0.0106,0.0106,0.1277,0.0957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213,0.0213,0.1277,0.0,0.1277,0.1489,0.2553,0.3404,0.0957,0.0319,0.0,22.0,0.0,56.0,0.0,16.0,1,Fri,0.0957,1,0
143,0.0,0.1031,0.0,0.0412,0.0,0.1237,0.0,0.0928,0.3711,0.0,0.0,0.1443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031,0.0,0.0206,0.0,0.0928,0.0722,0.0,0.3299,0.2371,0.134,0.134,0.0,57.0,10.0,14.0,14.0,2.0,8,Thu,0.4639,0,0
144,0.0168,0.0189,0.0357,0.0714,0.0987,0.1134,0.1513,0.0735,0.0063,0.0252,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0462,0.1324,0.1155,0.0609,0.1008,0.0882,0.1155,0.2122,0.1218,0.1345,0.2269,0.0,164.0,36.0,115.0,14.0,147.0,6,Sun,0.1344,1,0
145,0.0139,0.0833,0.0,0.125,0.1111,0.3472,0.1111,0.0139,0.0,0.0139,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0972,0.0278,0.375,0.0556,0.125,0.2083,0.2083,0.0139,0.0139,0.0,34.0,0.0,24.0,2.0,12.0,5,Mon,0.0278,0,0
146,0.2045,0.0,0.2159,0.1705,0.1818,0.0341,0.0114,0.0227,0.0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,0.0114,0.0,0.0114,0.0,0.0455,0.0,0.0909,0.5682,0.0227,0.2386,0.0682,0.0114,0.0,0.0,12.0,4.0,68.0,0.0,4.0,2,Tue,0.125,1,0
147,0.0,0.0,0.0,0.05,0.0,0.1,0.35,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.25,0.7,0.0,0.0,0.05,0.0,16.0,0.0,1.0,0.0,3.0,6,Thu,0.35,0,0
148,0.1277,0.1277,0.1064,0.0426,0.0,0.1702,0.0851,0.1064,0.0,0.0851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1064,0.0426,0.4043,0.1277,0.0426,0.0426,0.1064,0.0638,0.2128,0.0,17.0,0.0,19.0,4.0,7.0,5,Mon,0.1915,1,0
149,0.0762,0.0476,0.0,0.0095,0.0571,0.1619,0.1905,0.2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.1429,0.0571,0.0095,0.0857,0.1143,0.4476,0.1429,0.1429,0.0476,0.019,0.0,62.0,1.0,20.0,0.0,22.0,7,Wed,0.2381,0,0
